,smartfill,MAE
0,0.0,1.0291992323825732
1,0.1,1.0246468755599754
2,0.2,0.906466894713108
3,0.30000000000000004,0.9847234214154846
4,0.4,1.0081560811988763
5,0.5,0.9507426055052193
6,0.6000000000000001,0.9479897737793347
7,0.7000000000000001,0.930827477054384
8,0.8,0.9105515538619022
9,0.9,0.9888778552872336
10,1.0,0.9849861700045499
11,0.0,0.994274870533558
12,0.1,0.9206514844363961
13,0.2,0.9628186399292351
14,0.30000000000000004,0.9063141319574313
15,0.4,0.8902497629549779
16,0.5,0.9476289283271409
17,0.6000000000000001,0.9916902080492249
18,0.7000000000000001,1.0265117643500097
19,0.8,0.9074704237358845
20,0.9,1.0269325141979027
21,1.0,0.9881729048757054
22,0.0,1.0674144724964012
23,0.1,0.9892020274342282
24,0.2,1.0109004461550097
25,0.30000000000000004,0.9097749957452862
26,0.4,0.9141704611555844
27,0.5,0.981704652910598
28,0.6000000000000001,1.0041227282359229
29,0.7000000000000001,0.9243243891998261
30,0.8,0.9562301681215646
31,0.9,0.965841451386298
32,1.0,0.9444531934862332
33,0.0,0.947472067525078
34,0.1,0.9618448348119072
35,0.2,0.9741527041603925
36,0.30000000000000004,0.9873124300977706
37,0.4,0.9394352945646016
38,0.5,0.9539811530324935
39,0.6000000000000001,0.9775342716640059
40,0.7000000000000001,0.930693034901983
41,0.8,0.9345385748379227
42,0.9,0.9450608609062954
43,1.0,0.9693356107970155
44,0.0,1.0313610682926084
45,0.1,0.9486380603374429
46,0.2,0.9197733930720441
47,0.30000000000000004,0.8623488722300187
48,0.4,1.0224667655974806
49,0.5,0.924790922060239
50,0.6000000000000001,0.9701963710449508
51,0.7000000000000001,0.9538872588137706
52,0.8,0.9875695463822536
53,0.9,0.8996608771228882
54,1.0,0.9562253438605122
55,0.0,1.0268582998949396
56,0.1,0.9527604490903157
57,0.2,0.9138343486878778
58,0.30000000000000004,1.0249198682392853
59,0.4,1.0487873367070315
60,0.5,0.9886673182563314
61,0.6000000000000001,0.969601458126253
62,0.7000000000000001,0.9860058411296609
63,0.8,0.9216235182429197
64,0.9,0.8582641166899783
65,1.0,0.934315462608331
66,0.0,0.9738716436262066
67,0.1,0.900911890123975
68,0.2,0.922947555794051
69,0.30000000000000004,0.9709862116752929
70,0.4,1.1197916444667348
71,0.5,0.917696942996016
72,0.6000000000000001,0.9459154956256126
73,0.7000000000000001,0.9588594983060595
74,0.8,0.9405238129628433
75,0.9,0.9374376515676426
76,1.0,0.9733257292552464
77,0.0,1.0342609329733743
78,0.1,1.0266677022896895
79,0.2,0.9088217495893348
80,0.30000000000000004,0.9377324360138791
81,0.4,0.9569060271442649
82,0.5,0.9705604075991421
83,0.6000000000000001,0.9313170733758008
84,0.7000000000000001,0.9253073419558039
85,0.8,0.9977633361917623
86,0.9,0.9706219512321788
87,1.0,0.953936345329878
88,0.0,1.0553317583910378
89,0.1,0.9197739346237904
90,0.2,0.9166541733468611
91,0.30000000000000004,0.9571778826571731
92,0.4,0.936336195536104
93,0.5,0.977406328707065
94,0.6000000000000001,0.982606178860331
95,0.7000000000000001,1.0152323715913356
96,0.8,0.9792292538809638
97,0.9,1.0723929670039247
98,1.0,0.9584144340769949
99,0.0,1.0245776112235763
100,0.1,0.9662001826544963
101,0.2,0.9065679516532628
102,0.30000000000000004,0.8883713940693172
103,0.4,0.9029525273862846
104,0.5,0.9550569691009532
105,0.6000000000000001,0.9620400352871854
106,0.7000000000000001,0.8724158546343427
107,0.8,0.9151972055099045
108,0.9,0.9519638038579658
109,1.0,1.01213988943292
110,0.0,0.9558749700274823
111,0.1,0.9046273980096341
112,0.2,0.95385847734427
113,0.30000000000000004,0.9368185609751389
114,0.4,0.9178219431111203
115,0.5,0.9185400871249929
116,0.6000000000000001,1.1083298497289344
117,0.7000000000000001,0.9351463498031599
118,0.8,0.929466748285747
119,0.9,0.9662660954556097
120,1.0,0.9509647585830817
121,0.0,1.0445959122682935
122,0.1,0.9502627847455559
123,0.2,0.9229161697731632
124,0.30000000000000004,0.945283240903738
125,0.4,0.9523295196479619
126,0.5,0.9666352014714614
127,0.6000000000000001,0.9158580061155309
128,0.7000000000000001,0.9213787907622668
129,0.8,0.9826055704025013
130,0.9,0.9778398028321404
131,1.0,0.9694936027475746
132,0.0,0.9733622786058062
133,0.1,0.9461470456342478
134,0.2,0.9117919413672969
135,0.30000000000000004,0.9643453690235517
136,0.4,0.938112891925808
137,0.5,0.9064604281764557
138,0.6000000000000001,0.9848387953805452
139,0.7000000000000001,0.8990208009610828
140,0.8,0.9339558514473518
141,0.9,0.9421424501495526
142,1.0,0.9615822671735995
143,0.0,0.9786707404371751
144,0.1,1.0334283712423435
145,0.2,0.93244046545552
146,0.30000000000000004,1.066054962627023
147,0.4,1.0227507289549604
148,0.5,0.9034434846621873
149,0.6000000000000001,0.9336922433228553
150,0.7000000000000001,0.969354038025097
151,0.8,1.020621635836089
152,0.9,0.9213859937432314
153,1.0,0.9436484698090358
154,0.0,1.006880275316059
155,0.1,0.9825340378329409
156,0.2,0.9289160619645768
157,0.30000000000000004,0.931997229418543
158,0.4,1.0024892813002082
159,0.5,0.9543563940052519
160,0.6000000000000001,0.892447897435671
161,0.7000000000000001,0.9457124736555045
162,0.8,0.899592073055998
163,0.9,0.9472017798726783
164,1.0,0.9453491990026525
165,0.0,0.9505122309416746
166,0.1,0.9306441074107785
167,0.2,0.985741673834194
168,0.30000000000000004,0.9729472155812101
169,0.4,0.9682034690472532
170,0.5,0.9374751869631169
171,0.6000000000000001,1.048338956713002
172,0.7000000000000001,0.967088965693201
173,0.8,0.9862118527170586
174,0.9,0.9636274701137517
175,1.0,0.966166808780417
176,0.0,0.9730188097692857
177,0.1,0.9566224467231477
178,0.2,0.8997398728980638
179,0.30000000000000004,0.9562369040612005
180,0.4,0.9583981016278806
181,0.5,0.9933942013360553
182,0.6000000000000001,0.9564397499764116
183,0.7000000000000001,0.9347890653898963
184,0.8,0.9631008841588219
185,0.9,1.0243662248561307
186,1.0,0.997398083424675
187,0.0,1.0509401480740899
188,0.1,0.994916998659988
189,0.2,0.9643682951263676
190,0.30000000000000004,0.8956665465930704
191,0.4,0.903233680777112
192,0.5,0.9867002733560614
193,0.6000000000000001,0.9250022321681718
194,0.7000000000000001,1.0357228884004308
195,0.8,0.9099479296695372
196,0.9,0.9663282930182968
197,1.0,0.9220802143398895
198,0.0,0.9785264088046394
199,0.1,0.9234780410747015
200,0.2,0.9280259273763058
201,0.30000000000000004,0.9744215798803245
202,0.4,0.9260980323720441
203,0.5,0.9766238274841859
204,0.6000000000000001,1.0059865110660555
205,0.7000000000000001,0.9962984223445169
206,0.8,0.9570212808499808
207,0.9,0.9862530177219587
208,1.0,0.8947039050231388
209,0.0,0.9522362010273764
210,0.1,0.9399666406794406
211,0.2,0.9744221021112147
212,0.30000000000000004,0.8806710682583445
213,0.4,0.9851526196640235
214,0.5,0.9232541731919044
215,0.6000000000000001,0.915260046802036
216,0.7000000000000001,0.9163937459988685
217,0.8,0.9551878347089737
218,0.9,1.0057111385447737
219,1.0,1.0016061076486582
220,0.0,0.9586130579256417
221,0.1,0.9564102100556713
222,0.2,1.0238770254118301
223,0.30000000000000004,0.9209673102204403
224,0.4,0.8903904330994303
225,0.5,0.9273109937823577
226,0.6000000000000001,1.018540135582352
227,0.7000000000000001,0.9358268635318527
228,0.8,0.9804024720353217
229,0.9,0.952497914995466
230,1.0,0.9254857359575206
231,0.0,1.016979293563343
232,0.1,1.0280848797117008
233,0.2,0.9451138245491669
234,0.30000000000000004,0.9686593442374178
235,0.4,0.9449032439841116
236,0.5,0.9907623823671141
237,0.6000000000000001,0.9602946519410518
238,0.7000000000000001,0.9732986490740858
239,0.8,0.9480868862935913
240,0.9,0.9928491351829343
241,1.0,1.1332214859366048
242,0.0,1.004686352791266
243,0.1,1.063474721765864
244,0.2,0.9338393943244548
245,0.30000000000000004,0.9638690129806453
246,0.4,0.9600988377887512
247,0.5,0.9770492931171771
248,0.6000000000000001,1.0249347881139184
249,0.7000000000000001,0.9066855176894479
250,0.8,0.9296894008713806
251,0.9,0.9189293712045943
252,1.0,0.9993762292129109
253,0.0,1.0353996742904314
254,0.1,0.9862521325018841
255,0.2,0.869535268803715
256,0.30000000000000004,0.9464030682313532
257,0.4,0.9521269405957207
258,0.5,0.9019496733503277
259,0.6000000000000001,0.9303151096637967
